Dataset,Feature_Noise,Label_Noise,Model,C,k,Train Acc,Test Acc
iris_2feat,15%,5%,SKiP-average-minmax,1000.0,3.0,0.7218543046357616,0.5789473684210527
iris_2feat,15%,5%,KNNSVM,1000.0,5.0,0.6490066225165563,0.5789473684210527
iris_2feat,15%,5%,SKiP-multiply,1000.0,5.0,0.7284768211920529,0.6842105263157895
iris_2feat,15%,5%,SKiP-multiply-minmax,1000.0,5.0,0.7152317880794702,0.6052631578947368
iris_2feat,15%,5%,SKiP-average,1000.0,5.0,0.6821192052980133,0.6052631578947368
iris_2feat,15%,5%,SKiP-average-minmax,1000.0,5.0,0.7284768211920529,0.5789473684210527
iris_2feat,15%,5%,KNNSVM,1000.0,7.0,0.6754966887417219,0.5789473684210527
iris_2feat,15%,5%,SKiP-multiply,1000.0,7.0,0.6490066225165563,0.5526315789473685
iris_2feat,15%,5%,SKiP-multiply-minmax,1000.0,7.0,0.6821192052980133,0.6052631578947368
iris_2feat,15%,5%,SKiP-average,1000.0,7.0,0.7218543046357616,0.5789473684210527
iris_2feat,15%,5%,SKiP-average-minmax,1000.0,7.0,0.6423841059602649,0.5789473684210527
iris_2feat,15%,5%,KNNSVM,10000.0,3.0,0.7152317880794702,0.6578947368421053
iris_2feat,15%,5%,SKiP-multiply,10000.0,3.0,0.7218543046357616,0.6578947368421053
iris_2feat,15%,5%,SKiP-multiply-minmax,10000.0,3.0,0.3973509933774834,0.39473684210526316
iris_2feat,15%,5%,SKiP-average,10000.0,3.0,0.7284768211920529,0.631578947368421
iris_2feat,15%,5%,SKiP-average-minmax,10000.0,3.0,0.6158940397350994,0.6052631578947368
iris_2feat,15%,5%,KNNSVM,10000.0,5.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,5%,SKiP-multiply,10000.0,5.0,0.6754966887417219,0.6052631578947368
iris_2feat,15%,5%,SKiP-multiply-minmax,10000.0,5.0,0.7218543046357616,0.6578947368421053
iris_2feat,15%,5%,SKiP-average,10000.0,5.0,0.695364238410596,0.631578947368421
iris_2feat,15%,5%,SKiP-average-minmax,10000.0,5.0,0.6490066225165563,0.5789473684210527
iris_2feat,15%,5%,KNNSVM,10000.0,7.0,0.6688741721854304,0.5263157894736842
iris_2feat,15%,5%,SKiP-multiply,10000.0,7.0,0.7086092715231788,0.6578947368421053
iris_2feat,15%,5%,SKiP-multiply-minmax,10000.0,7.0,0.6887417218543046,0.631578947368421
iris_2feat,15%,5%,SKiP-average,10000.0,7.0,0.37748344370860926,0.34210526315789475
iris_2feat,15%,5%,SKiP-average-minmax,10000.0,7.0,0.7019867549668874,0.5789473684210527
iris_2feat,15%,10%,NaiveSVM,0.1,,0.5960264900662252,0.5789473684210527
iris_2feat,15%,10%,ProbSVM,0.1,,0.6490066225165563,0.6842105263157895
iris_2feat,15%,10%,NaiveSVM,1.0,,0.609271523178808,0.6052631578947368
iris_2feat,15%,10%,ProbSVM,1.0,,0.6490066225165563,0.7368421052631579
iris_2feat,15%,10%,NaiveSVM,10.0,,0.5960264900662252,0.5789473684210527
iris_2feat,15%,10%,ProbSVM,10.0,,0.6688741721854304,0.7368421052631579
iris_2feat,15%,10%,NaiveSVM,100.0,,0.5894039735099338,0.5789473684210527
iris_2feat,15%,10%,ProbSVM,100.0,,0.6490066225165563,0.6842105263157895
iris_2feat,15%,10%,NaiveSVM,1000.0,,0.7086092715231788,0.6842105263157895
iris_2feat,15%,10%,ProbSVM,1000.0,,0.6490066225165563,0.7368421052631579
iris_2feat,15%,10%,NaiveSVM,10000.0,,0.31788079470198677,0.3157894736842105
iris_2feat,15%,10%,ProbSVM,10000.0,,0.5629139072847682,0.5263157894736842
iris_2feat,15%,10%,KNNSVM,0.1,3.0,0.5960264900662252,0.631578947368421
iris_2feat,15%,10%,SKiP-multiply,0.1,3.0,0.6291390728476821,0.6052631578947368
iris_2feat,15%,10%,SKiP-multiply-minmax,0.1,3.0,0.6291390728476821,0.6052631578947368
iris_2feat,15%,10%,SKiP-average,0.1,3.0,0.6026490066225165,0.6052631578947368
iris_2feat,15%,10%,SKiP-average-minmax,0.1,3.0,0.6026490066225165,0.6052631578947368
iris_2feat,15%,10%,KNNSVM,0.1,5.0,0.5960264900662252,0.631578947368421
iris_2feat,15%,10%,SKiP-multiply,0.1,5.0,0.609271523178808,0.6578947368421053
iris_2feat,15%,10%,SKiP-multiply-minmax,0.1,5.0,0.6158940397350994,0.6578947368421053
iris_2feat,15%,10%,SKiP-average,0.1,5.0,0.609271523178808,0.631578947368421
iris_2feat,15%,10%,SKiP-average-minmax,0.1,5.0,0.609271523178808,0.631578947368421
iris_2feat,15%,10%,KNNSVM,0.1,7.0,0.6291390728476821,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply,0.1,7.0,0.6490066225165563,0.6052631578947368
iris_2feat,15%,10%,SKiP-multiply-minmax,0.1,7.0,0.6490066225165563,0.6052631578947368
iris_2feat,15%,10%,SKiP-average,0.1,7.0,0.6291390728476821,0.7105263157894737
iris_2feat,15%,10%,SKiP-average-minmax,0.1,7.0,0.6291390728476821,0.7105263157894737
iris_2feat,15%,10%,KNNSVM,1.0,3.0,0.6821192052980133,0.631578947368421
iris_2feat,15%,10%,SKiP-multiply,1.0,3.0,0.6490066225165563,0.7368421052631579
iris_2feat,15%,10%,SKiP-multiply-minmax,1.0,3.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,SKiP-average,1.0,3.0,0.6423841059602649,0.6842105263157895
iris_2feat,15%,10%,SKiP-average-minmax,1.0,3.0,0.6423841059602649,0.6842105263157895
iris_2feat,15%,10%,KNNSVM,1.0,5.0,0.6291390728476821,0.6578947368421053
iris_2feat,15%,10%,SKiP-multiply,1.0,5.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,SKiP-multiply-minmax,1.0,5.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,SKiP-average,1.0,5.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,SKiP-average-minmax,1.0,5.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,KNNSVM,1.0,7.0,0.6490066225165563,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply,1.0,7.0,0.6556291390728477,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply-minmax,1.0,7.0,0.6556291390728477,0.6842105263157895
iris_2feat,15%,10%,SKiP-average,1.0,7.0,0.6556291390728477,0.7105263157894737
iris_2feat,15%,10%,SKiP-average-minmax,1.0,7.0,0.6556291390728477,0.7105263157894737
iris_2feat,15%,10%,KNNSVM,10.0,3.0,0.5165562913907285,0.5789473684210527
iris_2feat,15%,10%,SKiP-multiply,10.0,3.0,0.6357615894039735,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply-minmax,10.0,3.0,0.695364238410596,0.7368421052631579
iris_2feat,15%,10%,SKiP-average,10.0,3.0,0.6158940397350994,0.6052631578947368
iris_2feat,15%,10%,SKiP-average-minmax,10.0,3.0,0.5695364238410596,0.5789473684210527
iris_2feat,15%,10%,KNNSVM,10.0,5.0,0.6821192052980133,0.7105263157894737
iris_2feat,15%,10%,SKiP-multiply,10.0,5.0,0.6887417218543046,0.7368421052631579
iris_2feat,15%,10%,SKiP-multiply-minmax,10.0,5.0,0.5960264900662252,0.5789473684210527
iris_2feat,15%,10%,SKiP-average,10.0,5.0,0.6556291390728477,0.7368421052631579
iris_2feat,15%,10%,SKiP-average-minmax,10.0,5.0,0.695364238410596,0.6842105263157895
iris_2feat,15%,10%,KNNSVM,10.0,7.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,10%,SKiP-multiply,10.0,7.0,0.6688741721854304,0.7368421052631579
iris_2feat,15%,10%,SKiP-multiply-minmax,10.0,7.0,0.6291390728476821,0.6052631578947368
iris_2feat,15%,10%,SKiP-average,10.0,7.0,0.6688741721854304,0.7631578947368421
iris_2feat,15%,10%,SKiP-average-minmax,10.0,7.0,0.6821192052980133,0.7631578947368421
iris_2feat,15%,10%,KNNSVM,100.0,3.0,0.6225165562913907,0.5789473684210527
iris_2feat,15%,10%,SKiP-multiply,100.0,3.0,0.7019867549668874,0.7105263157894737
iris_2feat,15%,10%,SKiP-multiply-minmax,100.0,3.0,0.7086092715231788,0.7631578947368421
iris_2feat,15%,10%,SKiP-average,100.0,3.0,0.6357615894039735,0.631578947368421
iris_2feat,15%,10%,SKiP-average-minmax,100.0,3.0,0.6357615894039735,0.5789473684210527
iris_2feat,15%,10%,KNNSVM,100.0,5.0,0.5894039735099338,0.5789473684210527
iris_2feat,15%,10%,SKiP-multiply,100.0,5.0,0.6423841059602649,0.7105263157894737
iris_2feat,15%,10%,SKiP-multiply-minmax,100.0,5.0,0.6887417218543046,0.7631578947368421
iris_2feat,15%,10%,SKiP-average,100.0,5.0,0.6291390728476821,0.6842105263157895
iris_2feat,15%,10%,SKiP-average-minmax,100.0,5.0,0.6158940397350994,0.6842105263157895
iris_2feat,15%,10%,KNNSVM,100.0,7.0,0.6357615894039735,0.6052631578947368
iris_2feat,15%,10%,SKiP-multiply,100.0,7.0,0.6423841059602649,0.7368421052631579
iris_2feat,15%,10%,SKiP-multiply-minmax,100.0,7.0,0.6754966887417219,0.7631578947368421
iris_2feat,15%,10%,SKiP-average,100.0,7.0,0.6357615894039735,0.6842105263157895
iris_2feat,15%,10%,SKiP-average-minmax,100.0,7.0,0.6887417218543046,0.7631578947368421
iris_2feat,15%,10%,KNNSVM,1000.0,3.0,0.6622516556291391,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply,1000.0,3.0,0.4768211920529801,0.47368421052631576
iris_2feat,15%,10%,SKiP-multiply-minmax,1000.0,3.0,0.6556291390728477,0.7631578947368421
iris_2feat,15%,10%,SKiP-average,1000.0,3.0,0.5894039735099338,0.631578947368421
iris_2feat,15%,10%,SKiP-average-minmax,1000.0,3.0,0.5960264900662252,0.631578947368421
iris_2feat,15%,10%,KNNSVM,1000.0,5.0,0.5695364238410596,0.4473684210526316
iris_2feat,15%,10%,SKiP-multiply,1000.0,5.0,0.6225165562913907,0.6052631578947368
iris_2feat,15%,10%,SKiP-multiply-minmax,1000.0,5.0,0.7019867549668874,0.6842105263157895
iris_2feat,15%,10%,SKiP-average,1000.0,5.0,0.6821192052980133,0.5789473684210527
iris_2feat,15%,10%,SKiP-average-minmax,1000.0,5.0,0.46357615894039733,0.5263157894736842
iris_2feat,15%,10%,KNNSVM,1000.0,7.0,0.6688741721854304,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply,1000.0,7.0,0.6158940397350994,0.6578947368421053
iris_2feat,15%,10%,SKiP-multiply-minmax,1000.0,7.0,0.6225165562913907,0.6842105263157895
iris_2feat,15%,10%,SKiP-average,1000.0,7.0,0.5496688741721855,0.5526315789473685
iris_2feat,15%,10%,SKiP-average-minmax,1000.0,7.0,0.6688741721854304,0.7368421052631579
iris_2feat,15%,10%,KNNSVM,10000.0,3.0,0.6225165562913907,0.5
iris_2feat,15%,10%,SKiP-multiply,10000.0,3.0,0.6754966887417219,0.7368421052631579
iris_2feat,15%,10%,SKiP-multiply-minmax,10000.0,3.0,0.6357615894039735,0.6842105263157895
iris_2feat,15%,10%,SKiP-average,10000.0,3.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,10%,SKiP-average-minmax,10000.0,3.0,0.6225165562913907,0.5789473684210527
iris_2feat,15%,10%,KNNSVM,10000.0,5.0,0.5165562913907285,0.39473684210526316
iris_2feat,15%,10%,SKiP-multiply,10000.0,5.0,0.5827814569536424,0.6052631578947368
iris_2feat,15%,10%,SKiP-multiply-minmax,10000.0,5.0,0.6357615894039735,0.7105263157894737
iris_2feat,15%,10%,SKiP-average,10000.0,5.0,0.6225165562913907,0.5526315789473685
iris_2feat,15%,10%,SKiP-average-minmax,10000.0,5.0,0.6423841059602649,0.5
iris_2feat,15%,10%,KNNSVM,10000.0,7.0,0.33774834437086093,0.3684210526315789
iris_2feat,15%,10%,SKiP-multiply,10000.0,7.0,0.6887417218543046,0.6842105263157895
iris_2feat,15%,10%,SKiP-multiply-minmax,10000.0,7.0,0.6357615894039735,0.7105263157894737
iris_2feat,15%,10%,SKiP-average,10000.0,7.0,0.47019867549668876,0.42105263157894735
iris_2feat,15%,10%,SKiP-average-minmax,10000.0,7.0,0.6225165562913907,0.631578947368421
iris_2feat,15%,15%,NaiveSVM,0.1,,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,ProbSVM,0.1,,0.5761589403973509,0.5
iris_2feat,15%,15%,NaiveSVM,1.0,,0.6026490066225165,0.5263157894736842
iris_2feat,15%,15%,ProbSVM,1.0,,0.6158940397350994,0.6052631578947368
iris_2feat,15%,15%,NaiveSVM,10.0,,0.5231788079470199,0.5
iris_2feat,15%,15%,ProbSVM,10.0,,0.5562913907284768,0.5263157894736842
iris_2feat,15%,15%,NaiveSVM,100.0,,0.5364238410596026,0.5
iris_2feat,15%,15%,ProbSVM,100.0,,0.609271523178808,0.5263157894736842
iris_2feat,15%,15%,NaiveSVM,1000.0,,0.5629139072847682,0.5789473684210527
iris_2feat,15%,15%,ProbSVM,1000.0,,0.609271523178808,0.5789473684210527
iris_2feat,15%,15%,NaiveSVM,10000.0,,0.6026490066225165,0.5789473684210527
iris_2feat,15%,15%,ProbSVM,10000.0,,0.6357615894039735,0.631578947368421
iris_2feat,15%,15%,KNNSVM,0.1,3.0,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply,0.1,3.0,0.5695364238410596,0.5526315789473685
iris_2feat,15%,15%,SKiP-multiply-minmax,0.1,3.0,0.5695364238410596,0.5526315789473685
iris_2feat,15%,15%,SKiP-average,0.1,3.0,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,SKiP-average-minmax,0.1,3.0,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,0.1,5.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply,0.1,5.0,0.5695364238410596,0.5526315789473685
iris_2feat,15%,15%,SKiP-multiply-minmax,0.1,5.0,0.5695364238410596,0.5526315789473685
iris_2feat,15%,15%,SKiP-average,0.1,5.0,0.5629139072847682,0.5263157894736842
iris_2feat,15%,15%,SKiP-average-minmax,0.1,5.0,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,0.1,7.0,0.5695364238410596,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply,0.1,7.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply-minmax,0.1,7.0,0.5827814569536424,0.5263157894736842
iris_2feat,15%,15%,SKiP-average,0.1,7.0,0.5629139072847682,0.5263157894736842
iris_2feat,15%,15%,SKiP-average-minmax,0.1,7.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,1.0,3.0,0.5827814569536424,0.5789473684210527
iris_2feat,15%,15%,SKiP-multiply,1.0,3.0,0.609271523178808,0.6578947368421053
iris_2feat,15%,15%,SKiP-multiply-minmax,1.0,3.0,0.6291390728476821,0.6842105263157895
iris_2feat,15%,15%,SKiP-average,1.0,3.0,0.6026490066225165,0.5789473684210527
iris_2feat,15%,15%,SKiP-average-minmax,1.0,3.0,0.6026490066225165,0.5789473684210527
iris_2feat,15%,15%,KNNSVM,1.0,5.0,0.5894039735099338,0.631578947368421
iris_2feat,15%,15%,SKiP-multiply,1.0,5.0,0.6158940397350994,0.6578947368421053
iris_2feat,15%,15%,SKiP-multiply-minmax,1.0,5.0,0.6225165562913907,0.6578947368421053
iris_2feat,15%,15%,SKiP-average,1.0,5.0,0.5894039735099338,0.6052631578947368
iris_2feat,15%,15%,SKiP-average-minmax,1.0,5.0,0.5827814569536424,0.5
iris_2feat,15%,15%,KNNSVM,1.0,7.0,0.5894039735099338,0.5526315789473685
iris_2feat,15%,15%,SKiP-multiply,1.0,7.0,0.6158940397350994,0.6052631578947368
iris_2feat,15%,15%,SKiP-multiply-minmax,1.0,7.0,0.609271523178808,0.6052631578947368
iris_2feat,15%,15%,SKiP-average,1.0,7.0,0.5960264900662252,0.5789473684210527
iris_2feat,15%,15%,SKiP-average-minmax,1.0,7.0,0.5960264900662252,0.5789473684210527
iris_2feat,15%,15%,KNNSVM,10.0,3.0,0.543046357615894,0.5
iris_2feat,15%,15%,SKiP-multiply,10.0,3.0,0.6357615894039735,0.6578947368421053
iris_2feat,15%,15%,SKiP-multiply-minmax,10.0,3.0,0.5894039735099338,0.5789473684210527
iris_2feat,15%,15%,SKiP-average,10.0,3.0,0.5298013245033113,0.5
iris_2feat,15%,15%,SKiP-average-minmax,10.0,3.0,0.6357615894039735,0.631578947368421
iris_2feat,15%,15%,KNNSVM,10.0,5.0,0.6490066225165563,0.7105263157894737
iris_2feat,15%,15%,SKiP-multiply,10.0,5.0,0.5827814569536424,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply-minmax,10.0,5.0,0.6556291390728477,0.631578947368421
iris_2feat,15%,15%,SKiP-average,10.0,5.0,0.543046357615894,0.5263157894736842
iris_2feat,15%,15%,SKiP-average-minmax,10.0,5.0,0.543046357615894,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,10.0,7.0,0.5165562913907285,0.47368421052631576
iris_2feat,15%,15%,SKiP-multiply,10.0,7.0,0.609271523178808,0.6052631578947368
iris_2feat,15%,15%,SKiP-multiply-minmax,10.0,7.0,0.6291390728476821,0.6052631578947368
iris_2feat,15%,15%,SKiP-average,10.0,7.0,0.6158940397350994,0.631578947368421
iris_2feat,15%,15%,SKiP-average-minmax,10.0,7.0,0.5761589403973509,0.5
iris_2feat,15%,15%,KNNSVM,100.0,3.0,0.6026490066225165,0.5526315789473685
iris_2feat,15%,15%,SKiP-multiply,100.0,3.0,0.5827814569536424,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply-minmax,100.0,3.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,SKiP-average,100.0,3.0,0.6357615894039735,0.6578947368421053
iris_2feat,15%,15%,SKiP-average-minmax,100.0,3.0,0.543046357615894,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,100.0,5.0,0.5298013245033113,0.5
iris_2feat,15%,15%,SKiP-multiply,100.0,5.0,0.6688741721854304,0.6842105263157895
iris_2feat,15%,15%,SKiP-multiply-minmax,100.0,5.0,0.6423841059602649,0.6052631578947368
iris_2feat,15%,15%,SKiP-average,100.0,5.0,0.6490066225165563,0.631578947368421
iris_2feat,15%,15%,SKiP-average-minmax,100.0,5.0,0.6357615894039735,0.7105263157894737
iris_2feat,15%,15%,KNNSVM,100.0,7.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,SKiP-multiply,100.0,7.0,0.6556291390728477,0.6578947368421053
iris_2feat,15%,15%,SKiP-multiply-minmax,100.0,7.0,0.5629139072847682,0.5263157894736842
iris_2feat,15%,15%,SKiP-average,100.0,7.0,0.6423841059602649,0.6842105263157895
iris_2feat,15%,15%,SKiP-average-minmax,100.0,7.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,15%,KNNSVM,1000.0,3.0,0.5099337748344371,0.47368421052631576
iris_2feat,15%,15%,SKiP-multiply,1000.0,3.0,0.6225165562913907,0.6842105263157895
iris_2feat,15%,15%,SKiP-multiply-minmax,1000.0,3.0,0.543046357615894,0.5
iris_2feat,15%,15%,SKiP-average,1000.0,3.0,0.6225165562913907,0.631578947368421
iris_2feat,15%,15%,SKiP-average-minmax,1000.0,3.0,0.5761589403973509,0.5526315789473685
iris_2feat,15%,15%,KNNSVM,1000.0,5.0,0.6291390728476821,0.5789473684210527
iris_2feat,15%,15%,SKiP-multiply,1000.0,5.0,0.6622516556291391,0.6052631578947368
iris_2feat,15%,15%,SKiP-multiply-minmax,1000.0,5.0,0.6357615894039735,0.5526315789473685
iris_2feat,15%,15%,SKiP-average,1000.0,5.0,0.5562913907284768,0.5
iris_2feat,15%,15%,SKiP-average-minmax,1000.0,5.0,0.5761589403973509,0.5789473684210527
iris_2feat,15%,15%,KNNSVM,1000.0,7.0,0.609271523178808,0.631578947368421
iris_2feat,15%,15%,SKiP-multiply,1000.0,7.0,0.6026490066225165,0.5789473684210527
iris_2feat,15%,15%,SKiP-multiply-minmax,1000.0,7.0,0.6158940397350994,0.631578947368421
iris_2feat,15%,15%,SKiP-average,1000.0,7.0,0.6291390728476821,0.631578947368421
iris_2feat,15%,15%,SKiP-average-minmax,1000.0,7.0,0.6556291390728477,0.631578947368421
iris_2feat,15%,15%,KNNSVM,10000.0,3.0,0.5165562913907285,0.4473684210526316
iris_2feat,15%,15%,SKiP-multiply,10000.0,3.0,0.5496688741721855,0.5526315789473685
iris_2feat,15%,15%,SKiP-multiply-minmax,10000.0,3.0,0.45695364238410596,0.47368421052631576
iris_2feat,15%,15%,SKiP-average,10000.0,3.0,0.5562913907284768,0.5789473684210527
iris_2feat,15%,15%,SKiP-average-minmax,10000.0,3.0,0.6158940397350994,0.5526315789473685
iris_2feat,15%,15%,KNNSVM,10000.0,5.0,0.26490066225165565,0.18421052631578946
iris_2feat,15%,15%,SKiP-multiply,10000.0,5.0,0.6423841059602649,0.5789473684210527
iris_2feat,15%,15%,SKiP-multiply-minmax,10000.0,5.0,0.6688741721854304,0.6842105263157895
iris_2feat,15%,15%,SKiP-average,10000.0,5.0,0.4768211920529801,0.4473684210526316
iris_2feat,15%,15%,SKiP-average-minmax,10000.0,5.0,0.4768211920529801,0.4473684210526316
iris_2feat,15%,15%,KNNSVM,10000.0,7.0,0.5960264900662252,0.5789473684210527
iris_2feat,15%,15%,SKiP-multiply,10000.0,7.0,0.3708609271523179,0.18421052631578946
iris_2feat,15%,15%,SKiP-multiply-minmax,10000.0,7.0,0.6622516556291391,0.631578947368421
iris_2feat,15%,15%,SKiP-average,10000.0,7.0,0.5364238410596026,0.5
iris_2feat,15%,15%,SKiP-average-minmax,10000.0,7.0,0.6357615894039735,0.6052631578947368
iris_2feat,15%,20%,NaiveSVM,0.1,,0.5761589403973509,0.5263157894736842
iris_2feat,15%,20%,ProbSVM,0.1,,0.5827814569536424,0.6052631578947368
iris_2feat,15%,20%,NaiveSVM,1.0,,0.5894039735099338,0.5526315789473685
iris_2feat,15%,20%,ProbSVM,1.0,,0.6158940397350994,0.6578947368421053
iris_2feat,15%,20%,NaiveSVM,10.0,,0.5364238410596026,0.5263157894736842
iris_2feat,15%,20%,ProbSVM,10.0,,0.6688741721854304,0.6578947368421053
iris_2feat,15%,20%,NaiveSVM,100.0,,0.5562913907284768,0.5
iris_2feat,15%,20%,ProbSVM,100.0,,0.5496688741721855,0.39473684210526316
iris_2feat,15%,20%,NaiveSVM,1000.0,,0.5496688741721855,0.47368421052631576
iris_2feat,15%,20%,ProbSVM,1000.0,,0.6490066225165563,0.6052631578947368
iris_2feat,15%,20%,NaiveSVM,10000.0,,0.4900662251655629,0.3684210526315789
iris_2feat,15%,20%,ProbSVM,10000.0,,0.5695364238410596,0.5
iris_2feat,15%,20%,KNNSVM,0.1,3.0,0.5894039735099338,0.5263157894736842
iris_2feat,15%,20%,SKiP-multiply,0.1,3.0,0.5761589403973509,0.6052631578947368
iris_2feat,15%,20%,SKiP-multiply-minmax,0.1,3.0,0.5827814569536424,0.6052631578947368
iris_2feat,15%,20%,SKiP-average,0.1,3.0,0.5894039735099338,0.5263157894736842
iris_2feat,15%,20%,SKiP-average-minmax,0.1,3.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,20%,KNNSVM,0.1,5.0,0.5894039735099338,0.5263157894736842
iris_2feat,15%,20%,SKiP-multiply,0.1,5.0,0.5960264900662252,0.6052631578947368
iris_2feat,15%,20%,SKiP-multiply-minmax,0.1,5.0,0.6026490066225165,0.6052631578947368
iris_2feat,15%,20%,SKiP-average,0.1,5.0,0.5894039735099338,0.5263157894736842
iris_2feat,15%,20%,SKiP-average-minmax,0.1,5.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,20%,KNNSVM,0.1,7.0,0.5827814569536424,0.5263157894736842
iris_2feat,15%,20%,SKiP-multiply,0.1,7.0,0.5960264900662252,0.5789473684210527
iris_2feat,15%,20%,SKiP-multiply-minmax,0.1,7.0,0.5827814569536424,0.5789473684210527
iris_2feat,15%,20%,SKiP-average,0.1,7.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,20%,SKiP-average-minmax,0.1,7.0,0.5960264900662252,0.5263157894736842
iris_2feat,15%,20%,KNNSVM,1.0,3.0,0.6423841059602649,0.5789473684210527
iris_2feat,15%,20%,SKiP-multiply,1.0,3.0,0.6357615894039735,0.6578947368421053
iris_2feat,15%,20%,SKiP-multiply-minmax,1.0,3.0,0.6490066225165563,0.6578947368421053
iris_2feat,15%,20%,SKiP-average,1.0,3.0,0.6291390728476821,0.5789473684210527
iris_2feat,15%,20%,SKiP-average-minmax,1.0,3.0,0.6291390728476821,0.5789473684210527
iris_2feat,15%,20%,KNNSVM,1.0,5.0,0.6225165562913907,0.5789473684210527
iris_2feat,15%,20%,SKiP-multiply,1.0,5.0,0.6225165562913907,0.6578947368421053
iris_2feat,15%,20%,SKiP-multiply-minmax,1.0,5.0,0.6158940397350994,0.6842105263157895
iris_2feat,15%,20%,SKiP-average,1.0,5.0,0.6357615894039735,0.5789473684210527
iris_2feat,15%,20%,SKiP-average-minmax,1.0,5.0,0.6357615894039735,0.5789473684210527
iris_2feat,15%,20%,KNNSVM,1.0,7.0,0.5629139072847682,0.5526315789473685
iris_2feat,15%,20%,SKiP-multiply,1.0,7.0,0.6225165562913907,0.6578947368421053
iris_2feat,15%,20%,SKiP-multiply-minmax,1.0,7.0,0.6291390728476821,0.6578947368421053
iris_2feat,15%,20%,SKiP-average,1.0,7.0,0.6423841059602649,0.5789473684210527
iris_2feat,15%,20%,SKiP-average-minmax,1.0,7.0,0.6291390728476821,0.5789473684210527
iris_2feat,15%,20%,KNNSVM,10.0,3.0,0.5761589403973509,0.5263157894736842
iris_2feat,15%,20%,SKiP-multiply,10.0,3.0,0.6423841059602649,0.6578947368421053
iris_2feat,15%,20%,SKiP-multiply-minmax,10.0,3.0,0.6423841059602649,0.6052631578947368
iris_2feat,15%,20%,SKiP-average,10.0,3.0,0.6423841059602649,0.5789473684210527
iris_2feat,15%,20%,SKiP-average-minmax,10.0,3.0,0.6423841059602649,0.7105263157894737
iris_2feat,15%,20%,KNNSVM,10.0,5.0,0.5695364238410596,0.5526315789473685
iris_2feat,15%,20%,SKiP-multiply,10.0,5.0,0.6357615894039735,0.631578947368421
iris_2feat,15%,20%,SKiP-multiply-minmax,10.0,5.0,0.6423841059602649,0.6842105263157895
iris_2feat,15%,20%,SKiP-average,10.0,5.0,0.5231788079470199,0.5526315789473685
iris_2feat,15%,20%,SKiP-average-minmax,10.0,5.0,0.6423841059602649,0.631578947368421
iris_2feat,15%,20%,KNNSVM,10.0,7.0,0.5562913907284768,0.5526315789473685
iris_2feat,15%,20%,SKiP-multiply,10.0,7.0,0.5629139072847682,0.6052631578947368
iris_2feat,15%,20%,SKiP-multiply-minmax,10.0,7.0,0.5562913907284768,0.6052631578947368
iris_2feat,15%,20%,SKiP-average,10.0,7.0,0.6423841059602649,0.631578947368421
iris_2feat,15%,20%,SKiP-average-minmax,10.0,7.0,0.5496688741721855,0.5526315789473685
iris_2feat,15%,20%,KNNSVM,100.0,3.0,0.6490066225165563,0.631578947368421
iris_2feat,15%,20%,SKiP-multiply,100.0,3.0,0.6225165562913907,0.6052631578947368
iris_2feat,15%,20%,SKiP-multiply-minmax,100.0,3.0,0.6026490066225165,0.5526315789473685
iris_2feat,15%,20%,SKiP-average,100.0,3.0,0.5562913907284768,0.5526315789473685
iris_2feat,15%,20%,SKiP-average-minmax,100.0,3.0,0.543046357615894,0.5789473684210527
